,世帯数分布(抽出率調整),集計世帯数,世帯人員(人),18歳未満人員(人),65歳以上人員(人),うち無職者人員(人),有業人員(人),世帯主の年齢(歳),持家率(％),家賃・地代を支払っている世帯の割合(％),消費支出,食料,穀類,米,パン,麺類,他の穀類,魚介類,生鮮魚介,塩干魚介,魚肉練製品,他の魚介加工品,肉類,生鮮肉,加工肉,乳卵類,牛乳,乳製品,卵,野菜・海藻,生鮮野菜,乾物・海藻,大豆加工品,他の野菜・海藻加工品,果物,生鮮果物,果物加工品,油脂・調味料,油脂,調味料,菓子類,調理食品,主食的調理食品,他の調理食品,飲料,茶類,コーヒー・ココア,他の飲料,酒類,外食,一般外食,学校給食,住居,家賃地代,設備修繕・維持,設備材料,工事その他のサービス,光熱・水道,電気代,ガス代,他の光熱,上下水道料,家具・家事用品,家庭用耐久財,家事用耐久財,冷暖房用器具,一般家具,室内装備・装飾品,寝具類,家事雑貨,家事用消耗品,家事サービス,被服及び履物,和服,洋服,男子用洋服,婦人用洋服,子供用洋服,シャツ・セーター類,男子用シャツ・セーター類,婦人用シャツ・セーター類,子供用シャツ・セーター類,下着類,男子用下着類,婦人用下着類,子供用下着類,生地・糸類,他の被服,履物類,被服関連サービス,保健医療,医薬品,健康保持用摂取品,保健医療用品・器具,保健医療サービス,交通・通信,交通,自動車等関係費,自動車等購入,自転車購入,自動車等維持,通信,教育,授業料等,教科書・学習参考教材,補習教育,教養娯楽,教養娯楽用耐久財,教養娯楽用品,書籍・他の印刷物,教養娯楽サービス,宿泊料,パック旅行費,月謝類,他の教養娯楽サービス,その他の消費支出,諸雑費,理美容サービス,理美容用品,身の回り用品,たばこ,他の諸雑費,こづかい(使途不明),交際費,贈与金,他の交際費,仕送り金,財・サービス支出計,財(商品),耐久財,半耐久財,非耐久財,サービス,食料(財・サービス),非耐久財(食料),サービス(食料),住居(財・サービス),耐久財(住居),半耐久財(住居),サービス(住居),家具・家事用品(財・サービス),耐久財(家具・家事用品),半耐久財(家具・家事用品),非耐久財(家具・家事用品),サービス(家具・家事用品),被服及び履物(財・サービス),半耐久財(被服及び履物),サービス(被服及び履物),保健医療(財・サービス),耐久財(保健医療),半耐久財(保健医療),非耐久財(保健医療),サービス(保健医療),交通・通信(財・サービス),耐久財(交通・通信),半耐久財(交通・通信),非耐久財(交通・通信),サービス(交通・通信),教育(財・サービス),非耐久財(教育),サービス(教育),教養娯楽(財・サービス),耐久財(教養娯楽),半耐久財(教養娯楽),非耐久財(教養娯楽),サービス(教養娯楽),諸雑費(財・サービス),耐久財(諸雑費),半耐久財(諸雑費),非耐久財(諸雑費),サービス(諸雑費),調整集計世帯数,教養娯楽関係費,耐久財(教養娯楽関係費),他の教養娯楽関係費,読書,聴視・観覧,旅行,スポーツ,月謝,会費・つきあい費,その他の教養娯楽,消費支出(再掲),基礎的支出,選択的支出
2001-09-01,10000,7910,3.28,0.71,0.57,0.45,1.51,53.7,77.4,21,283973,76073,7682,4058,2087,1310,227,8152,5116,1378,800,858,6033,4682,1351,3656,1798,1137,722,9282,5846,721,1281,1435,4183,4062,121,3102,300,2803,5718,8251,3237,5014,3720,976,668,2076,3604,12690,11544,1147,17829,10712,7117,1304,5813,19769,10200,4144,346,5079,9636,2516,1461,499,556,1014,804,2214,2191,898,12397,401,4643,1137,2795,711,2619,723,1646,250,1166,364,659,142,201,911,1671,786,11197,1822,802,1844,6729,32974,6214,18065,5562,196,12308,8695,13877,11302,180,2396,29112,3013,6568,4217,15314,1273,5161,3466,5414,61109,18200,2958,3512,2129,1130,8470,18618,13576,10091,3485,10715,241064,141842,14546,22003,105293,99222,76073,63383,12690,17829,968,336,16524,9636,3254,3293,2191,898,12397,11611,786,11197,804,242,3421,6729,32974,5946,1276,4343,21409,13877,180,13697,29112,2857,3161,7609,15485,18200,716,2083,4398,11003,728315,32463,3187,29276,4217,2035,9295,2221,3296,1334,6878,283973,164006,119967
2001-10-01,10000,7908,3.28,0.71,0.56,0.44,1.49,53.6,76.6,22,305653,76590,8559,4722,2227,1329,281,8694,5422,1475,898,900,5540,4269,1271,3671,1755,1154,761,9651,5942,794,1367,1548,3638,3516,123,3195,293,2901,5753,8518,3404,5114,3488,997,652,1839,3684,12199,10951,1248,20451,11157,9295,1483,7812,18860,8342,4555,673,5290,11097,3484,1723,982,779,1137,932,2306,2130,1108,16515,752,6582,2037,3638,907,3221,1010,1926,286,1433,498,750,186,320,1128,1759,1319,11929,1910,984,2212,6822,36823,6683,19806,6928,205,12672,10335,16546,13756,235,2555,29159,2411,6231,4497,16020,1337,4818,3458,6407,67683,20525,2856,3594,2643,1163,10268,18967,16224,12555,3669,11967,258495,148584,16336,26649,105600,109911,76590,64391,12199,20451,1041,441,18968,11097,4233,3626,2130,1108,16515,15196,1319,11929,812,507,3787,6822,36823,7352,1285,4222,23964,16546,235,16311,29159,2283,3248,7465,16162,20525,613,2346,4509,13057,727260,32508,2480,30028,4497,2583,9348,2370,3195,1241,6794,305653,171481,134172
2001-11-01,10000,7914,3.28,0.71,0.55,0.44,1.49,53.6,76.9,21.3,294929,74889,7041,3192,2185,1332,331,8787,5388,1533,903,963,5715,4420,1296,3489,1630,1129,730,8683,4933,903,1340,1508,3338,3195,143,3421,367,3054,5922,8321,3342,4979,3110,900,699,1511,3565,13496,12270,1227,18767,10929,7838,1507,6331,19495,8066,5165,1470,4793,11223,3081,1212,1307,563,1649,1297,2307,2008,881,17273,693,7363,2384,4060,919,3034,907,1878,249,1552,533,835,183,351,1460,1605,1216,12229,1876,725,2226,7402,37809,6360,19764,7311,137,12316,11685,10200,7479,155,2567,30543,2580,7037,4438,16489,1672,4071,4141,6605,62501,20202,2996,3624,2264,1063,10255,18193,17775,14223,3552,6331,252630,148094,17079,28055,102960,104536,74889,61393,13496,18767,1141,366,17260,11223,4376,3958,2008,881,17273,16058,1216,12229,774,519,3533,7402,37809,7758,1373,4252,24427,10200,155,10045,30543,2468,3808,7654,16614,20202,563,1974,4471,13194,726055,33881,3178,30703,4438,2175,9096,2804,3238,1259,7695,294929,170254,124675
2001-12-01,10000,7924,3.28,0.7,0.57,0.45,1.48,53.7,76.4,22.4,359940,103991,9436,3753,2151,1946,1586,15809,8492,3224,1937,2157,7886,5711,2175,3849,1744,1293,813,10953,5663,1890,1415,1984,4736,4312,423,4508,701,3808,8429,11985,3828,8156,4261,1393,1088,1781,6345,15793,14570,1223,24296,12298,11998,2573,9425,23021,9104,6235,2605,5078,15944,5023,2545,1875,604,2042,1389,3465,2829,1195,19578,771,8187,2982,4102,1104,3367,1119,1961,287,2095,776,1082,237,313,1947,1806,1091,13076,2225,1130,2831,6890,37929,6547,20679,5348,157,15173,10703,9430,6214,182,3034,38613,5569,11007,5090,16947,1302,3909,3757,7979,74063,19660,3556,4639,2226,1150,8088,27245,21442,17519,3922,5716,305538,195625,21554,35261,138809,109913,103991,88198,15793,24296,1998,575,21723,15944,6466,5455,2829,1195,19578,18487,1091,13076,1175,569,4442,6890,37929,5941,2176,4602,25209,9430,182,9248,38613,5397,5991,10103,17122,19660,578,2009,5432,11642,724883,42006,5806,36200,5090,2915,8634,2802,3327,1467,11965,359940,218506,141434
2002-01-01,10000,7857,3.26,0.69,0.55,0.43,1.48,53.6,76.4,21.6,305221,71726,6083,2257,2138,1377,311,8234,5237,1336,803,858,5659,4612,1047,3206,1480,1053,674,7858,4590,742,1265,1261,2832,2617,215,2891,248,2643,6213,7865,3300,4565,3000,961,611,1428,2963,14924,13685,1239,15252,10867,4385,964,3421,26140,11729,7129,2380,4901,9686,3206,1603,927,676,928,818,2348,1623,763,16850,572,7299,2041,4333,925,3155,900,2024,230,1516,523,835,158,232,1444,1683,947,11688,1852,816,2204,6816,35432,6579,18179,6063,160,11956,10674,11512,8894,316,2302,31265,3604,7004,4448,16209,2352,3874,3509,6475,75670,19857,2926,3246,2579,1047,10058,20257,29737,26220,3517,5819,249408,147805,16036,28005,103764,101603,71726,56803,14924,15252,703,261,14288,9686,3929,3371,1623,763,16850,15902,947,11688,809,451,3612,6816,35432,6562,1153,4175,23542,11512,316,11196,31265,3474,4386,7057,16348,19857,558,2481,4039,12779,723865,33889,3491,30399,4448,2474,9278,2595,2946,1254,7404,305221,184845,120376
2002-02-01,10000,7877,3.25,0.7,0.57,0.45,1.45,53.8,76.5,21.7,273487,68062,6379,2629,2174,1300,276,7836,4980,1338,739,779,5414,4367,1047,3276,1495,1089,693,7754,4516,714,1249,1275,3073,2910,163,2927,256,2670,6234,7385,3071,4315,2911,880,564,1467,3031,11843,10613,1230,17150,10809,6342,1926,4416,25770,11315,7407,2307,4742,8706,2854,1402,783,669,738,702,1847,1675,889,11706,302,5248,1493,3057,697,2169,609,1399,161,1016,334,578,104,256,899,1119,696,11188,1950,889,1684,6665,31911,5146,17205,5154,170,11882,9560,12600,10188,182,2231,28139,3394,5715,4531,14499,1093,3312,4050,6044,58254,18836,2917,3529,1776,1012,9601,17439,15037,11508,3529,6943,234068,137823,14688,20645,102490,96245,68062,56219,11843,17150,1497,429,15225,8706,3484,2659,1675,889,11706,11010,696,11188,593,200,3730,6665,31911,5584,1021,3940,21365,12600,182,12419,28139,3256,3458,6772,14652,18836,274,1868,4203,12491,723619,30207,3142,27065,4531,2513,7238,2006,3178,1324,6274,273487,164207,109280
2002-03-01,10000,7915,3.25,0.69,0.58,0.45,1.45,53.9,76,21.3,330380,77330,7054,2933,2415,1435,271,8708,5551,1498,731,928,5913,4687,1227,3665,1637,1289,739,8443,4962,820,1293,1368,3279,3131,147,3128,291,2837,7262,8180,3551,4629,3517,1075,625,1818,3557,14624,13965,658,17660,10503,7157,1690,5467,23431,10047,7063,1604,4716,10569,3139,1762,598,779,1128,994,2448,2063,796,18084,778,8168,2818,4396,953,3207,872,2016,320,1166,352,658,156,291,1131,2112,1231,13155,2165,925,2406,7658,43193,6980,26889,10627,341,15922,9324,14765,10790,1003,2972,33396,3940,8196,5004,16256,1583,4775,3725,6173,78797,22374,3508,4010,2524,1087,11245,19586,23059,19460,3599,13779,273956,163668,22717,30245,110706,110288,77330,62706,14624,17660,1325,365,15970,10569,4227,3483,2063,796,18084,16853,1231,13155,1052,455,3989,7658,43193,11346,1969,4123,25754,14765,1003,13762,33396,3827,4586,8598,16385,22374,940,2534,4792,14107,723790,37495,4034,33460,5004,2272,10171,2750,3563,1511,8189,330380,183033,147347
2002-04-01,10000,7894,3.25,0.69,0.58,0.46,1.46,53.8,76.6,21.6,320228,73988,6945,2940,2370,1412,222,8325,5247,1457,703,918,5949,4654,1295,3613,1656,1241,715,8696,5304,778,1273,1341,2864,2713,151,3074,290,2784,6313,7974,3257,4717,3678,1121,633,1923,3532,13026,12407,619,19634,11070,8564,1677,6887,21211,8981,6500,942,4789,9809,2673,1338,276,1059,962,728,2438,1999,1009,16588,342,6210,2057,3385,768,3550,1049,2149,351,1346,418,742,186,244,1216,1999,1682,11059,1870,840,1913,6435,37483,7883,18815,4694,482,13640,10784,23761,19546,849,3366,33876,3064,8584,4915,17313,1373,4753,3743,7444,72818,19705,2968,3883,2437,1121,9296,18295,19428,15154,4274,15390,267114,147957,14573,27242,106142,119157,73988,60962,13026,19634,1195,482,17957,9809,3485,3316,1999,1009,16588,14906,1682,11059,829,261,3534,6435,37483,5415,1340,4095,26633,23761,849,22912,33876,2950,4729,8751,17446,19705,700,2208,4740,12057,723676,36997,3104,33893,4915,2879,9301,2982,3462,1778,8577,320228,172079,148148
2002-05-01,10000,7932,3.24,0.7,0.58,0.46,1.44,53.8,76.2,22.2,291968,78857,7011,2917,2367,1516,211,8408,5292,1511,693,911,6186,4813,1373,3810,1726,1337,747,9586,6082,787,1319,1398,2998,2857,141,3264,303,2961,6490,8027,3244,4783,4368,1606,660,2102,3801,14907,13469,1438,20226,11340,8886,2251,6634,19631,8386,6024,584,4637,10181,2946,1238,815,894,935,808,2355,2255,882,15340,328,5103,1622,2825,657,3587,1141,2129,316,1470,420,855,195,342,1116,1770,1624,11217,1992,896,1901,6428,33634,5968,17508,4010,211,13287,10158,11676,9081,299,2296,32579,2457,7918,4743,17460,1911,4985,3380,7183,58628,19832,2972,3712,2265,1149,9734,17407,16022,12074,3948,5367,253173,146443,13547,25023,107872,106730,78857,63950,14907,20226,1789,463,17975,10181,3555,3489,2255,882,15340,13716,1624,11217,642,425,3724,6428,33634,4456,1145,4281,23751,11676,299,11377,32579,2305,3528,9122,17623,19832,801,2258,4611,12163,723546,35999,2578,33421,4743,2415,9824,2486,3227,1532,9195,291968,172739,119230
2002-06-01,10000,7926,3.24,0.7,0.58,0.47,1.45,53.7,76.4,21.4,289427,75985,7082,3003,2257,1639,183,7850,4952,1379,625,894,6033,4662,1370,3746,1787,1263,696,9450,6011,795,1255,1388,3522,3392,130,3404,380,3023,5851,7672,2986,4686,4043,1073,715,2255,4260,13072,11822,1250,21576,10579,10997,3046,7951,18194,7678,5431,376,4709,11628,3715,1740,1351,624,1310,749,2428,2446,980,16965,1128,5764,2088,3109,568,3943,1464,2217,262,1590,544,844,202,194,1184,1956,1208,11335,1949,1033,2181,6172,34789,5271,19899,6460,222,13217,9620,8935,6353,171,2410,29031,2670,6701,4572,15087,1018,4445,3280,6345,60989,20144,3059,3853,2445,1136,9651,19784,15245,11338,3907,5816,248582,149466,17865,27304,104296,99116,75985,62912,13072,21576,2092,954,18530,11628,4857,3345,2446,980,16965,15757,1208,11335,707,642,3814,6172,34789,7026,1033,4176,22554,8935,171,8763,29031,2539,3349,7916,15228,20144,645,2225,4665,12610,724022,32741,3112,29629,4572,2578,8316,2499,3091,1453,7119,289427,167985,121442
2002-07-01,10000,7914,3.24,0.7,0.58,0.47,1.44,53.8,76.7,21.8,315699,80182,7205,2817,2196,2024,168,7873,4803,1455,611,1003,6131,4619,1512,3778,1927,1192,659,9014,5430,898,1301,1385,4204,4077,126,3455,485,2969,6268,8483,3122,5361,4956,1216,811,2928,4774,14043,12902,1141,24537,11305,13233,3062,10171,18116,7869,4828,301,5118,13256,5147,2392,2139,616,1097,793,2424,2596,1198,15899,470,5675,1704,3289,682,3855,1187,2332,336,1674,518,968,188,227,1015,1965,1018,11844,2210,876,2108,6650,40462,6975,22402,7509,272,14621,11085,10408,7007,230,3170,34376,2671,6515,4682,20508,1958,8432,3723,6395,66618,23707,3125,4026,2441,1122,12993,19987,16655,12805,3850,6269,272788,156738,21994,26768,107976,116050,80182,66139,14043,24537,2730,331,21476,13256,5873,3589,2596,1198,15899,14881,1018,11844,843,367,3984,6650,40462,8165,1618,4458,26220,10408,230,10177,34376,2501,3597,7585,20693,23707,1881,2384,4867,14575,724446,38226,2811,35414,4682,2277,14065,2462,3162,1393,7373,315699,178143,137556
2002-08-01,10000,7893,3.24,0.7,0.59,0.47,1.44,53.9,77.1,21.2,298788,84724,6899,2819,2128,1758,193,8454,5323,1479,648,1004,6336,4913,1423,3794,1916,1211,667,9138,5621,821,1295,1400,4826,4698,128,3237,403,2834,7306,8729,3665,5064,4724,1130,743,2851,4658,16624,16122,503,19019,10524,8495,1584,6912,20095,10725,4294,249,4827,11148,3927,2075,1191,661,937,564,2322,2362,1036,11271,392,3796,838,2397,561,2723,791,1674,258,1225,378,710,137,149,715,1462,810,11140,2020,819,2050,6251,35121,8403,17012,3210,244,13559,9706,8263,5539,129,2595,35390,2557,6774,4605,21454,4091,6939,2863,7562,62616,20247,2944,3930,1826,1107,10439,18906,17800,14400,3400,5664,256419,146501,13831,20387,112283,109918,84724,68100,16624,19019,1214,370,17436,11148,4610,3140,2362,1036,11271,10462,810,11140,859,348,3683,6251,35121,3692,1061,5101,25268,8263,129,8134,35390,2430,3147,8219,21594,20247,1027,1859,4595,12766,725148,40106,2708,37398,4605,2990,15446,2121,2566,1161,8510,298788,178849,119939
2002-09-01,10000,7914,3.24,0.71,0.58,0.47,1.44,53.8,77.7,20.5,295423,75263,7093,3505,2098,1280,209,7821,4992,1301,727,801,6023,4759,1264,3762,1875,1161,725,9246,5845,767,1262,1372,4070,3953,117,3019,294,2725,5725,7912,3168,4744,3837,962,667,2208,3526,13228,12141,1087,19871,10296,9575,2796,6779,20289,10473,4064,284,5468,9821,2593,1442,407,743,1098,834,2205,2203,889,12611,486,4642,1165,2776,701,2719,742,1706,271,1120,333,637,149,170,840,1773,862,10375,1903,762,2029,5681,37679,6869,19584,5738,222,13623,11227,13940,10901,216,2823,29909,3398,6138,4513,15860,1571,4621,3495,6173,65665,23874,2809,3553,2117,1090,14305,17231,14861,11303,3557,9700,253631,143992,17082,22113,104797,109640,75263,62035,13228,19871,2110,686,17075,9821,3493,3236,2203,889,12611,11749,862,10375,867,354,3472,5681,37679,6197,1110,4545,25827,13940,216,13724,29909,3236,2964,7670,16039,23874,1178,2013,4368,16314,725686,33472,3438,30034,4513,2184,9476,2217,3240,1233,7172,295423,168697,126726
2002-10-01,10000,7933,3.24,0.71,0.58,0.47,1.44,53.8,77,21.4,304989,75573,8244,4410,2208,1361,265,7927,4953,1348,801,826,6239,5001,1238,3737,1800,1185,752,9296,5724,813,1308,1451,3538,3415,123,3220,296,2924,5736,8174,3333,4841,3511,974,694,1843,3478,12473,11341,1132,21754,10417,11336,2417,8920,18274,8154,4379,628,5114,10910,3287,1663,679,945,1291,885,2335,2113,999,15931,488,6378,1909,3515,953,3131,975,1882,274,1474,485,796,193,282,1189,1662,1327,11801,2130,929,2263,6479,36571,6561,19578,5439,159,13980,10433,16671,13691,305,2675,32036,2910,6640,4715,17771,1746,5742,3432,6851,65469,21737,3074,3843,2280,1051,11490,17842,15532,11895,3636,10357,261258,147928,16904,26432,104592,113330,75573,63100,12473,21754,1893,524,19337,10910,4221,3577,2113,999,15931,14604,1327,11801,836,574,3912,6479,36571,5832,1391,4499,24849,16671,305,16366,32036,2792,3593,7757,17895,21737,1331,2168,4632,13606,726451,35220,3040,32180,4715,2579,10488,2674,3137,1252,7335,304989,171674,133315
2002-11-01,10000,7905,3.24,0.7,0.58,0.47,1.45,53.8,76.5,20.8,289126,74919,7068,3125,2186,1402,354,8387,5170,1516,803,899,6273,4990,1283,3523,1666,1130,728,9017,5307,900,1292,1517,3267,3133,134,3423,326,3097,5647,8026,3222,4804,3194,936,725,1533,3656,13439,12307,1132,16981,10566,6416,1950,4466,19900,8158,5195,1788,4760,11604,3733,1628,1682,422,1463,1117,2312,1947,1032,16815,459,7452,2520,3916,1016,2830,905,1702,223,1689,569,923,197,228,1480,1587,1090,11864,1991,784,2011,7078,36722,5819,19159,5461,172,13526,11744,11139,8427,162,2549,30137,3499,6545,4596,15498,1335,4196,3351,6616,59044,19987,2983,3738,1640,1053,10573,16959,16399,12984,3416,5699,250069,148037,17053,27131,103853,102032,74919,61480,13439,16981,1587,363,15031,11604,4673,3952,1947,1032,16815,15725,1090,11864,713,304,3769,7078,36722,5900,1573,4516,24733,11139,162,10976,30137,3345,3582,7544,15665,19987,834,1632,4535,12986,726738,33431,3691,29740,4596,2162,8548,2371,3069,1242,7753,289126,171827,117299
2002-12-01,10000,7932,3.23,0.69,0.58,0.47,1.44,53.9,76.8,22.1,356702,102609,8839,3236,2213,1885,1505,14930,8064,3123,1716,2027,8836,6466,2370,3821,1775,1257,790,11105,6103,1714,1358,1930,4546,4163,384,4453,659,3794,8226,11793,3686,8108,4193,1264,1074,1855,6266,15600,14555,1046,25931,12002,13930,5025,8905,23016,9103,6194,2745,4973,15080,4688,2233,1792,663,1837,1189,3344,2799,1222,17923,507,7293,2477,3720,1096,3222,1065,1933,224,2018,769,1036,213,209,1715,1935,1025,14008,2353,930,2676,8049,38451,5678,20465,4265,171,16029,12309,10616,7448,192,2976,37599,3947,11207,5279,17166,1317,3762,4161,7926,71470,21979,3640,4471,2272,1092,10504,24410,19167,15310,3857,5914,307212,192111,20392,33910,137809,115100,102609,87009,15600,25931,4178,847,20906,15080,6144,4915,2799,1222,17923,16898,1025,14008,922,631,4405,8049,38451,4829,2153,4914,26555,10616,192,10423,37599,3766,6212,10264,17357,21979,554,2254,5210,13961,727190,40156,4412,35744,5279,2899,7995,2566,3116,1508,12380,356702,219247,137456
2003-01-01,10000,7850,3.24,0.69,0.58,0.47,1.44,53.9,76.9,21.1,298734,70569,5763,2001,2155,1316,292,7676,4922,1256,736,762,5807,4773,1034,3254,1538,1078,638,8121,4914,710,1209,1287,2759,2572,187,2878,249,2629,5980,7792,3197,4595,3032,859,675,1497,2726,14780,13683,1097,15558,10877,4681,1776,2905,26153,11483,7199,2614,4858,9208,2885,1402,894,590,822,844,2138,1664,855,16374,964,7293,2294,3931,1068,3017,932,1843,242,1356,459,758,139,273,1339,1366,766,12389,1924,806,2442,7217,34801,6481,16710,3893,159,12658,11611,11954,9184,194,2575,29429,3210,6433,4378,15408,2169,3414,3717,6108,72300,18536,2727,3247,1909,1024,9629,18295,29495,25838,3657,5973,244970,143477,14108,26601,102768,101492,70569,55788,14780,15558,1535,241,13781,9208,3495,3194,1664,855,16374,15608,766,12389,932,510,3730,7217,34801,4448,1201,4431,24721,11954,194,11760,29429,3090,3985,6814,15540,18536,607,1863,3994,12072,727502,32195,3160,29034,4378,2285,8690,2228,3154,1254,7045,298734,185140,113593
2003-02-01,10000,7879,3.23,0.69,0.59,0.47,1.44,53.9,76.7,21.6,270619,67278,6103,2457,2146,1239,261,7442,4652,1330,685,776,5587,4515,1072,3312,1536,1115,662,8262,5047,745,1178,1291,2896,2737,159,2844,261,2583,6132,7462,3077,4385,2917,845,585,1487,2945,11377,10323,1054,15864,11058,4807,1184,3622,25635,10972,7434,2461,4769,8495,2397,1554,588,255,750,869,1910,1825,744,11811,842,5194,1520,3045,629,1985,588,1257,140,1046,326,634,87,192,882,1048,622,11893,1850,1014,2108,6921,34485,5557,18393,5278,161,12954,10534,12415,9763,234,2419,27639,2610,5777,4424,14828,1151,4199,3492,5987,55105,17654,2847,3296,2035,989,8486,16097,15425,11856,3569,5929,233168,137062,12934,21783,102344,96106,67278,55901,11377,15864,702,482,14680,8495,3008,2917,1825,744,11811,11189,622,11893,779,390,3803,6921,34485,5677,1216,4286,23306,12415,234,12181,27639,2486,3505,6685,14963,17654,281,2085,3974,11313,727248,30215,2488,27727,4424,2350,8176,1932,3031,1144,6670,270619,165072,105547
2003-03-01,10000,7917,3.23,0.68,0.59,0.47,1.45,53.9,77.2,21.3,321847,76507,6989,2871,2418,1427,273,8385,5263,1491,713,918,6060,4833,1226,3655,1694,1241,720,9003,5551,802,1266,1384,3066,2920,146,3190,306,2884,7152,8208,3465,4742,3471,1003,675,1792,3451,13880,13312,568,16528,10970,5559,1572,3987,24422,10186,7117,2325,4794,10615,3386,1979,300,1107,1081,936,2235,2134,844,16831,756,7780,2679,4097,1003,2913,833,1773,306,1154,362,632,160,282,1052,1944,952,12829,1947,1037,2415,7429,43123,6844,25523,9543,448,15532,10756,14907,10706,1006,3195,32154,3199,7472,4975,16508,1894,4274,3978,6362,73929,23029,3278,4023,2564,1084,12081,18268,21993,18441,3552,10640,270947,161214,20751,28539,111924,109733,76507,62628,13880,16528,1273,299,14957,10615,4191,3447,2134,844,16831,15880,952,12829,864,535,4001,7429,43123,10439,1652,4760,26273,14907,1006,13902,32154,3038,4255,8179,16682,23029,947,2471,4795,14816,727742,35283,2913,32370,4975,2220,9822,2481,3470,1442,7959,321847,184479,137368
2003-04-01,10000,7911,3.23,0.67,0.59,0.46,1.45,54,77.3,21.3,315074,72536,6903,2932,2332,1424,215,7800,4894,1397,660,849,5859,4595,1264,3539,1667,1191,681,9140,5835,761,1227,1317,2698,2568,130,3039,287,2753,5987,7909,3218,4691,3540,1031,643,1866,3916,12207,11676,531,19943,11279,8665,2060,6605,21877,9301,6805,1136,4636,9132,2555,1321,447,786,773,675,2164,2105,860,14998,172,5970,2041,3101,829,3140,910,1902,328,1199,348,698,153,167,1038,1790,1522,12287,1712,1102,2159,7314,40725,6960,23206,8541,318,14347,10559,24739,20661,893,3185,31327,3041,7909,4530,15847,1206,3431,3777,7433,67510,19686,3060,3577,1967,1053,10029,17476,16512,11966,4546,13836,267250,149037,18122,24750,106165,118214,72536,60329,12207,19943,1668,391,17884,9132,3134,3033,2105,860,14998,13476,1522,12287,792,510,3672,7314,40725,9159,1402,4570,25593,24739,893,23846,31327,2905,4080,8341,16001,19686,463,1858,4378,12986,727630,33791,2943,30848,4530,2919,7484,2772,3392,1521,8229,315074,170671,144403
2003-05-01,10000,7922,3.22,0.68,0.59,0.47,1.44,54.1,77.5,20.9,287172,76698,6881,2768,2379,1512,222,8011,5019,1410,662,920,6142,4778,1364,3645,1758,1199,688,9655,6250,769,1285,1351,2851,2705,146,3183,304,2879,6353,8039,3205,4835,4521,1755,674,2093,3508,13908,12589,1320,20346,10819,9528,2850,6677,19597,8339,6169,638,4451,9778,2588,1557,631,399,1165,643,2088,2355,938,14748,164,5402,1684,3095,623,3563,1041,2182,340,1315,385,757,173,193,1084,1561,1466,12161,1932,975,2403,6852,32430,6007,16671,3374,240,13058,9751,11165,8738,231,2196,30433,2278,7568,4569,16018,1573,4085,3241,7119,59815,20787,3149,3709,1973,1125,10830,16944,15931,11873,4057,6153,248143,144198,13405,23897,106895,103946,76698,62790,13908,20346,2219,631,17496,9778,3167,3318,2355,938,14748,13282,1466,12161,981,526,3803,6852,32430,3842,919,4686,22983,11165,231,10934,30433,2156,3249,8875,16152,20787,1041,1972,4558,13216,727307,33778,2367,31411,4569,2384,8730,2569,3042,1393,8724,287172,170455,116717
2003-06-01,10000,7925,3.22,0.68,0.59,0.47,1.44,54,77.2,21.6,291742,73843,6855,2764,2304,1600,187,7501,4639,1391,631,840,5949,4526,1423,3618,1803,1173,642,9395,5990,822,1257,1326,3318,3182,137,3350,350,2999,5725,7723,2948,4776,3974,1081,700,2193,4029,12406,11242,1164,24243,11297,12945,4632,8313,18305,7397,5469,378,5061,10945,3789,1712,1237,840,933,693,2117,2516,897,14983,334,5099,1640,2879,580,3753,1482,1998,273,1556,533,835,188,193,1069,1824,1154,12625,2052,1333,2245,6995,37208,5139,20359,6824,194,13342,11710,9082,6643,138,2301,29628,2856,6385,4513,15875,1190,4201,3228,7255,60881,20423,2969,3895,2049,1845,9665,19654,14611,10250,4361,6193,251284,148698,20352,24086,104261,102587,73843,61437,12406,24243,4098,535,19610,10945,4505,3026,2516,897,14983,13829,1154,12625,973,411,4245,6995,37208,7268,1007,4535,24398,9082,138,8944,29628,2696,3178,7706,16048,20423,811,2099,5378,12135,727748,32933,2972,29960,4513,3090,8018,2286,3169,1406,7479,291742,171596,120146
2003-07-01,10000,7921,3.22,0.67,0.59,0.48,1.44,54,77.5,21.5,302444,78300,7390,2826,2358,2026,180,7753,4632,1502,652,966,6171,4614,1558,3597,1836,1117,643,8932,5425,896,1289,1323,3708,3564,144,3501,466,3035,6139,8829,3254,5575,4379,1110,771,2497,4510,13390,12324,1066,19256,11290,7967,2456,5511,17630,7594,4869,356,4811,12891,4798,2154,1864,780,1132,872,2358,2607,1124,14928,1067,5070,1382,2997,691,3648,1087,2231,330,1522,476,902,144,162,867,1683,909,13377,2154,1236,2481,7506,40909,6776,23184,8917,228,14039,10950,9904,7002,214,2689,32902,3363,6455,4584,18500,1911,6318,3694,6577,62346,19370,3040,3950,1931,741,9708,19219,17843,13842,4001,5913,259469,153494,22116,25188,106191,105975,78300,64910,13390,19256,1946,510,16801,12891,5679,3481,2607,1124,14928,14019,909,13377,1015,594,4262,7506,40909,9521,1238,4613,25537,9904,214,9691,32902,3167,3454,7572,18709,19370,788,1892,4382,12308,728066,36446,3437,33010,4584,2141,11701,2488,3223,1250,7623,302444,175430,127014
