,世帯数分布(抽出率調整),集計世帯数,世帯人員(人),18歳未満人員(人),65歳以上人員(人),うち無職者人員(人),有業人員(人),世帯主の年齢(歳),持家率(％),家賃・地代を支払っている世帯の割合(％),消費支出,食料,穀類,米,パン,麺類,他の穀類,魚介類,生鮮魚介,塩干魚介,魚肉練製品,他の魚介加工品,肉類,生鮮肉,加工肉,乳卵類,牛乳,乳製品,卵,野菜・海藻,生鮮野菜,乾物・海藻,大豆加工品,他の野菜・海藻加工品,果物,生鮮果物,果物加工品,油脂・調味料,油脂,調味料,菓子類,調理食品,主食的調理食品,他の調理食品,飲料,茶類,コーヒー・ココア,他の飲料,酒類,外食,一般外食,学校給食,住居,家賃地代,設備修繕・維持,設備材料,工事その他のサービス,光熱・水道,電気代,ガス代,他の光熱,上下水道料,家具・家事用品,家庭用耐久財,家事用耐久財,冷暖房用器具,一般家具,室内装備・装飾品,寝具類,家事雑貨,家事用消耗品,家事サービス,被服及び履物,和服,洋服,男子用洋服,婦人用洋服,子供用洋服,シャツ・セーター類,男子用シャツ・セーター類,婦人用シャツ・セーター類,子供用シャツ・セーター類,下着類,男子用下着類,婦人用下着類,子供用下着類,生地・糸類,他の被服,履物類,被服関連サービス,保健医療,医薬品,健康保持用摂取品,保健医療用品・器具,保健医療サービス,交通・通信,交通,自動車等関係費,自動車等購入,自転車購入,自動車等維持,通信,教育,授業料等,教科書・学習参考教材,補習教育,教養娯楽,教養娯楽用耐久財,教養娯楽用品,書籍・他の印刷物,教養娯楽サービス,宿泊料,パック旅行費,月謝類,他の教養娯楽サービス,その他の消費支出,諸雑費,理美容サービス,理美容用品,身の回り用品,たばこ,他の諸雑費,こづかい(使途不明),交際費,贈与金,他の交際費,仕送り金,財・サービス支出計,財(商品),耐久財,半耐久財,非耐久財,サービス,食料(財・サービス),非耐久財(食料),サービス(食料),住居(財・サービス),耐久財(住居),半耐久財(住居),サービス(住居),家具・家事用品(財・サービス),耐久財(家具・家事用品),半耐久財(家具・家事用品),非耐久財(家具・家事用品),サービス(家具・家事用品),被服及び履物(財・サービス),半耐久財(被服及び履物),サービス(被服及び履物),保健医療(財・サービス),耐久財(保健医療),半耐久財(保健医療),非耐久財(保健医療),サービス(保健医療),交通・通信(財・サービス),耐久財(交通・通信),半耐久財(交通・通信),非耐久財(交通・通信),サービス(交通・通信),教育(財・サービス),非耐久財(教育),サービス(教育),教養娯楽(財・サービス),耐久財(教養娯楽),半耐久財(教養娯楽),非耐久財(教養娯楽),サービス(教養娯楽),諸雑費(財・サービス),耐久財(諸雑費),半耐久財(諸雑費),非耐久財(諸雑費),サービス(諸雑費),調整集計世帯数,教養娯楽関係費,耐久財(教養娯楽関係費),他の教養娯楽関係費,読書,聴視・観覧,旅行,スポーツ,月謝,会費・つきあい費,その他の教養娯楽,消費支出(再掲),基礎的支出,選択的支出
2018-03-01,10000,7656,2.97,0.55,0.84,0.67,1.34,59.2,85.6,13.4,301230,79310,6283,1817,2742,1346,378,6106,3536,1098,605,867,7370,5979,1391,3847,1186,1870,790,9175,6205,768,1094,1108,2984,2711,273,3469,349,3119,7645,9990,4382,5608,4209,1051,905,2252,3231,15002,14557,446,14683,7708,6976,2729,4247,26996,13534,6661,2068,4734,10268,3186,1878,764,543,540,855,2281,2689,717,13495,56,6493,2365,3374,754,2201,667,1314,220,780,224,420,137,140,901,1796,1127,14169,2745,1410,2105,7909,45775,5818,27623,9456,465,17701,12335,12845,9212,678,2955,30926,2359,7749,3533,17286,1853,3792,3296,8345,52762,23171,3502,4287,1899,810,12672,8668,14258,11473,2785,6666,271639,160755,19976,24595,116183,110884,79310,64307,15002,14683,2422,306,11955,10268,3745,3117,2689,717,13495,12368,1127,14169,749,337,5174,7909,45775,10448,2382,5405,27540,12845,678,12167,30926,2259,4176,6155,18336,23171,352,1909,4779,16131,671851,33397,2285,31112,3533,2756,8479,3232,3106,786,9220,301230,169880,131351
2018-04-01,10000,7662,2.97,0.54,0.84,0.66,1.36,59.2,84.9,14,294439,75487,6254,1893,2623,1377,360,5736,3322,1077,559,778,7318,5898,1420,3806,1199,1823,784,8848,5966,746,1090,1046,2693,2457,236,3461,361,3101,6589,9481,4047,5434,4366,1060,913,2393,3237,13698,13201,497,16585,8042,8543,3168,5374,23210,11192,5791,1260,4967,10146,2918,1629,706,584,553,757,2328,2794,795,11975,244,4167,1267,2280,619,2555,743,1561,251,1049,289,613,147,113,930,1768,1148,12842,2316,1148,2096,7282,38501,6596,19014,3190,518,15306,12891,21729,18754,566,2409,29552,1880,7447,3319,16905,1794,2975,3007,9129,54411,22758,2823,4249,1614,862,13209,8834,12280,8208,4072,10540,262785,143793,13169,22215,108410,118991,75487,61789,13698,16585,2637,531,13417,10146,3416,3141,2794,795,11975,10827,1148,12842,969,239,4353,7282,38501,3952,2110,5127,27313,21729,566,21163,29552,1826,3789,5764,18172,22758,369,1578,4806,16004,671791,32018,1901,30118,3319,3521,7357,3060,2979,948,8933,294439,160925,133514
2018-05-01,10000,7648,2.97,0.55,0.84,0.67,1.35,59.3,84.4,14.2,281307,78126,6299,1892,2609,1450,348,5825,3290,1135,596,804,7522,6055,1467,3908,1275,1825,807,9035,6111,723,1139,1063,2706,2449,257,3588,383,3205,6781,9754,4144,5610,4892,1376,927,2589,3285,14531,13409,1122,17120,8152,8969,1929,7039,20644,9439,5106,812,5287,10223,2915,1598,869,448,636,689,2148,3014,821,11614,138,4169,1283,2395,491,2598,717,1664,218,1113,328,646,138,124,894,1669,910,12940,2270,1289,2087,7294,43330,5178,24491,8025,316,16149,13661,11858,9485,109,2264,29766,1481,7705,3349,17232,2030,4079,2678,8445,45684,21844,2902,4439,1701,884,11918,8250,10262,6697,3565,5329,257466,146717,16106,22435,108176,110749,78126,63595,14531,17120,1390,539,15191,10223,3357,3031,3014,821,11614,10704,910,12940,867,422,4356,7294,43330,8705,2207,5338,27081,11858,109,11750,29766,1408,3804,6065,18489,21844,379,1728,5055,14682,671528,32506,1499,31007,3349,2836,8742,3201,2637,791,9453,281307,158522,122785
2018-06-01,10000,7649,2.97,0.55,0.84,0.67,1.36,59.3,83.9,14.8,267641,75629,6367,1958,2502,1582,325,5540,3107,1085,545,802,7303,5830,1474,3780,1276,1731,773,8903,5931,778,1099,1095,2949,2715,234,3684,410,3273,6258,9281,3744,5537,4838,1149,920,2769,3467,13260,12279,980,17696,8671,9025,2518,6507,17867,8286,4290,484,4807,11567,4319,2151,1870,297,591,586,2055,3095,921,10826,422,3609,1198,1975,436,2554,884,1496,173,949,303,532,114,136,808,1551,797,12949,2232,1188,2061,7469,39298,4437,22897,7062,240,15596,11964,8459,5971,53,2435,26457,1160,5964,3231,16102,1308,3464,2687,8643,46893,22193,3013,4411,1787,931,12052,9795,10349,6980,3369,4557,242941,140578,16867,20557,103154,102363,75629,62369,13260,17696,2157,362,15178,11567,4694,2858,3095,921,10826,10029,797,12949,815,354,4312,7469,39298,7544,2097,5262,24395,8459,53,8406,26457,1096,3113,5156,17091,22193,562,1745,5039,14846,671275,29076,1182,27894,3231,3384,7215,2735,2610,859,7860,267641,156720,110921
2018-07-01,10000,7648,2.98,0.56,0.83,0.65,1.36,59.2,84,14.6,283387,79391,6428,1916,2432,1743,338,5481,2977,1083,554,868,7310,5759,1551,3815,1368,1694,753,8664,5653,749,1097,1165,3291,3043,248,3586,398,3187,6780,10802,4326,6477,5690,1216,932,3541,3638,13906,12972,934,17957,8671,9286,2922,6364,17896,8666,3794,320,5115,13531,5531,2218,2885,429,683,933,2238,3206,940,11026,163,3875,1130,2258,487,2652,892,1580,180,1200,365,714,121,145,832,1577,581,13171,2387,1194,2301,7289,45062,5258,26367,9467,328,16572,13437,8869,5674,83,3113,28774,1547,6320,3233,17675,1729,4525,2864,8557,47710,24205,2885,4716,1876,1032,13697,8956,9681,6248,3433,4867,259883,151383,21727,21899,107756,108500,79391,65485,13906,17957,2577,345,15035,13531,6013,3372,3206,940,11026,10445,581,13171,889,529,4463,7289,45062,10139,1945,5923,27055,8869,83,8787,28774,1505,3311,5303,18655,24205,605,1951,5398,16252,672124,31349,1575,29775,3233,2782,8866,2832,2639,788,8634,283387,163681,119706
2018-08-01,10000,7671,2.98,0.56,0.82,0.65,1.36,59.3,83.7,15.2,292481,84541,6336,1920,2459,1616,341,5693,3187,1105,550,851,7414,5904,1510,3852,1378,1703,771,8877,5936,735,1085,1121,4029,3791,239,3462,382,3080,7922,10933,4790,6143,5508,1194,927,3386,3653,16861,16362,499,16422,9369,7054,2196,4857,19680,10790,3194,291,5404,11614,4625,2069,2029,527,452,655,2068,2978,837,8675,163,3087,797,1886,404,1986,629,1169,188,915,247,565,103,78,612,1379,456,13313,2313,1061,2162,7777,46687,6418,27202,9000,343,17859,13067,8154,5030,86,3038,32263,1552,6612,3365,20734,4000,4665,2519,9550,51132,26127,3038,4487,2155,1064,15383,9087,11088,7889,3198,4831,267476,151702,19388,19736,112578,115774,84541,67680,16861,16422,1817,379,14226,11614,4909,2890,2978,837,8675,8219,456,13313,784,552,4200,7777,46687,9631,2515,6634,27907,8154,86,8068,32263,1485,3034,6147,21597,26127,762,2146,5173,18045,672274,36046,1551,34495,3365,3739,12457,2401,2366,735,9431,292481,169445,123036
2018-09-01,10000,7617,2.97,0.56,0.83,0.65,1.35,59.4,84.3,14.4,271273,76499,6603,2343,2525,1366,370,5569,3207,997,595,770,7352,5961,1390,3857,1333,1725,799,9100,6179,692,1112,1117,3526,3313,213,3438,361,3077,6322,9654,4036,5618,4515,1000,879,2635,3069,13493,12600,893,15833,8984,6849,1762,5087,19607,11354,3035,342,4877,9855,3019,1383,1143,493,499,630,2094,2840,774,9051,129,3516,1025,1964,527,1816,535,1120,161,916,249,541,126,108,648,1415,504,11919,2152,1149,1839,6780,40066,6168,21476,4738,229,16509,12422,13465,10670,153,2642,27379,1778,6107,3295,16199,1596,4003,3026,7574,47599,23683,2863,4259,1517,1266,13778,8021,9038,5853,3186,6856,247357,138057,13392,18042,106623,109299,76499,63005,13493,15833,1465,297,14071,9855,3351,2890,2840,774,9051,8547,504,11919,649,323,4168,6780,40066,5468,1738,5866,26994,13465,153,13312,27379,1653,2769,5744,17213,23683,806,1479,5241,16158,671671,30301,1714,28587,3295,2554,8422,2220,2936,785,8375,271273,154120,117153
2018-10-01,10000,7620,2.98,0.57,0.83,0.65,1.35,59.4,83.9,15.4,290396,79016,7259,3003,2593,1296,367,5890,3325,1066,696,804,7568,6163,1405,3842,1270,1756,816,9456,6427,689,1148,1192,3276,3039,237,3653,353,3300,6412,10237,4220,6017,4489,1106,935,2448,3148,13785,12769,1017,19163,9641,9522,3320,6202,19394,9799,3341,702,5552,10788,3205,1775,757,673,730,901,2142,2905,906,11120,57,4730,1286,2795,649,2267,653,1408,206,1017,304,564,149,139,869,1408,633,13860,2427,1182,2516,7735,43161,6811,22008,4911,186,16912,14341,17092,13835,109,3149,28053,1899,6205,3401,16547,1853,3056,2839,8800,48749,23195,2906,4653,1718,709,13210,8356,9438,6004,3434,7760,264841,146020,15149,22109,108762,118821,79016,65231,13785,19163,2863,457,15843,10788,3751,3227,2905,906,11120,10487,633,13860,938,560,4627,7735,43161,5438,2427,5875,29420,17092,109,16984,28053,1745,3198,5583,17527,23195,415,1753,5039,15988,670872,30857,1780,29077,3401,3278,7786,2648,2728,762,8474,290396,161763,128633
2018-11-01,10000,7600,2.98,0.58,0.82,0.64,1.35,59.2,84,14.7,281041,76828,6481,2238,2542,1313,389,5949,3246,1151,697,855,7507,6050,1457,3693,1171,1742,781,8718,5706,773,1108,1131,3084,2814,270,3806,401,3405,6364,9809,3978,5831,4142,1004,943,2195,3252,14024,13051,973,19194,8880,10314,2854,7460,18822,8772,3831,1324,4896,11847,4158,1930,1512,717,788,1167,2076,2761,897,13106,155,5800,1974,3081,745,2303,729,1360,215,1344,490,673,180,122,1231,1538,613,13768,2329,1104,2231,8104,41891,5318,21849,5669,159,16021,14725,9552,6826,71,2655,28088,1561,6305,3444,16778,2310,2987,2924,8557,47943,24090,2954,4516,1547,869,14203,8173,9963,6575,3389,5717,257188,145369,16163,23951,105256,111818,76828,62805,14024,19194,2475,379,16340,11847,4678,3511,2761,897,13106,12493,613,13768,827,336,4502,8104,41891,6247,2317,5567,27761,9552,71,9482,28088,1492,3369,5616,17612,24090,445,1546,5113,16986,669418,30646,1580,29066,3444,2503,8160,2791,2535,820,8814,281041,158922,122118
2018-12-01,10000,7639,2.98,0.59,0.82,0.65,1.34,59.1,83.8,15.3,329271,98805,7654,2045,2674,1683,1252,10669,5566,1835,1553,1715,9819,7931,1888,3981,1235,1906,840,9773,5967,1181,1207,1418,4051,3568,483,4476,492,3984,9315,13703,4873,8829,4650,1192,1080,2378,4639,16075,15150,925,20962,9212,11750,4164,7585,22230,9719,4719,2621,5172,14654,5311,2474,1916,920,1051,1152,2951,3301,888,13955,68,5974,1986,3148,840,2276,682,1366,228,1618,571,856,191,104,1518,1713,684,14420,2617,1282,2863,7657,42431,5315,22696,4881,214,17600,14419,10148,6441,95,3612,34474,2588,10004,3712,18171,2104,3297,3299,9470,57192,27391,3434,5340,2154,881,15582,10681,14417,10521,3896,4703,299470,182677,20801,28885,132991,116793,98805,82730,16075,20962,3757,407,16797,14654,6119,4346,3301,888,13955,13271,684,14420,988,540,5235,7657,42431,5611,3101,6049,27670,10148,95,10053,34474,2498,5350,7501,19124,27391,1828,1869,5849,17844,668641,36994,2564,34430,3712,3527,8387,3018,2880,968,11937,329271,194965,134306
2019-01-01,10000,7555,2.98,0.58,0.81,0.64,1.34,59.2,84,15,296345,75783,5734,1490,2534,1297,413,5928,3493,997,660,778,7422,6181,1241,3654,1141,1783,730,8153,5286,700,1108,1059,2938,2659,279,3525,331,3194,6873,9978,4308,5670,4079,984,942,2153,2743,14757,13833,923,16278,8825,7453,2528,4925,27288,12926,6295,2772,5295,10455,3338,1682,1135,521,567,946,2442,2497,664,12639,51,5597,1938,2970,689,2239,760,1328,151,1168,418,626,124,120,1078,1645,740,13363,2396,1115,2679,7174,41515,5635,21203,3978,421,16804,14677,10884,7948,98,2837,29377,1724,6836,3281,17536,2350,3982,2974,8231,58760,24396,2606,4295,1991,865,14639,9472,20607,16996,3611,4284,261981,149144,13944,24066,111134,112836,75783,61027,14757,16278,2297,230,13751,10455,3925,3369,2497,664,12639,11899,740,13363,956,399,4834,7174,41515,4778,2226,5361,29150,10884,98,10785,29377,1630,3895,5247,18606,24396,357,2049,4781,17209,668017,31890,1619,30271,3281,2628,9253,3052,2578,832,8646,296345,174007,122337
2019-02-01,10000,7572,2.98,0.59,0.82,0.65,1.33,59.2,84.1,14.9,271232,71507,5856,1671,2551,1264,370,5409,3064,980,611,755,6888,5655,1233,3567,1115,1733,718,7995,5197,717,1067,1014,2913,2646,267,3476,366,3110,6975,9314,4200,5113,3886,944,866,2076,2753,12475,11556,919,14347,8386,5961,1761,4200,29286,14333,6954,2624,5375,9119,2999,1706,888,406,447,675,1852,2508,638,8906,103,4004,1308,2104,593,1432,399,894,139,694,215,395,84,125,690,1127,731,13110,2396,1033,2330,7351,44418,4532,26407,9130,432,16845,13478,9652,7362,154,2136,26577,1426,5703,3225,16223,1508,2764,3022,8929,44311,22285,2984,4067,2066,825,12343,8978,8584,5130,3454,4463,249207,146927,17930,18621,110376,102281,71507,59032,12475,14347,1538,222,12586,9119,3385,2589,2508,638,8906,8175,731,13110,824,340,4595,7351,44418,10027,2572,5099,26719,9652,154,9498,26577,1383,3074,5097,17023,22285,772,1648,4606,15259,667083,28547,1320,27226,3225,3409,6671,2433,2710,813,7965,271232,155455,115778
2019-03-01,10000,7581,2.97,0.59,0.83,0.66,1.33,59.2,84.9,13.9,309274,80302,6560,1833,2898,1430,399,6074,3467,1088,642,877,7364,5963,1401,3837,1227,1849,761,8438,5464,790,1110,1074,3015,2747,268,3625,412,3213,8090,10188,4549,5639,4469,1057,997,2415,3152,15490,15057,433,16090,8082,8008,2684,5323,26828,13526,6616,1918,4768,10724,3287,2065,748,473,594,947,2364,2837,695,13286,80,6563,2121,3640,803,2187,651,1302,234,888,241,534,113,143,861,1845,719,13988,2724,1023,2550,7691,47212,6890,27369,8461,657,18252,12954,13839,9644,973,3222,31014,2701,7376,3492,17445,2068,3884,3332,8161,55991,24505,3523,4822,2223,956,12981,9189,15565,12162,3403,6732,277788,163290,20238,25461,117591,114498,80302,64812,15490,16090,2463,222,13406,10724,3860,3332,2837,695,13286,12567,719,13988,1077,309,4910,7691,47212,9770,2765,5735,28942,13839,973,12865,31014,2631,3975,6072,18336,24505,437,2292,5423,16354,666734,33879,2618,31261,3492,2619,9463,3322,2876,831,8659,309274,171966,137308
2019-04-01,10000,7541,2.97,0.59,0.83,0.66,1.33,59.4,85,13.4,301136,77463,6507,1877,2861,1392,378,5738,3261,1043,599,835,7149,5745,1405,3747,1212,1782,753,8626,5704,797,1072,1053,2832,2583,249,3469,394,3075,7010,10107,4428,5678,4594,1114,1001,2479,3120,14562,14053,510,14912,7530,7381,1670,5711,23455,11720,5882,1162,4690,9631,2540,1453,558,529,695,676,2252,2789,679,11501,111,4163,1191,2370,602,2453,724,1472,257,996,261,583,152,115,927,1701,1037,13198,2655,991,2323,7229,43064,7983,22587,6428,366,15793,12493,22023,18984,550,2489,31858,1903,7915,3184,18856,2244,4230,2984,9398,54032,22172,3151,4588,1701,976,11756,9153,11620,7533,4086,11088,269276,148002,14585,22749,110667,121274,77463,62900,14562,14912,1205,465,13242,9631,3093,3070,2789,679,11501,10464,1037,13198,836,461,4672,7229,43064,7195,2367,5481,28020,22023,550,21473,31858,1859,4169,5594,20236,22172,397,1753,5225,14797,666073,35057,1978,33079,3184,3285,9762,3448,2913,1063,9426,301136,157717,143419
2019-05-01,10000,7548,2.97,0.58,0.83,0.66,1.34,59.5,84.4,14.5,300901,81049,6396,1785,2773,1493,346,5882,3374,1056,619,834,7375,5882,1493,3992,1342,1877,772,8920,5985,745,1119,1071,2809,2554,255,3547,378,3169,7269,10319,4427,5892,5353,1446,999,2909,3250,15937,14719,1218,18692,9010,9682,2893,6789,23224,11115,6012,635,5461,12061,4088,1793,1850,445,653,850,2293,3180,997,12428,151,4582,1593,2496,493,2842,952,1644,246,1182,341,692,148,117,945,1673,937,13178,2542,1108,2347,7181,44881,6545,23636,5560,232,17845,14700,13111,10399,192,2520,32370,1830,7687,3553,19300,2836,3609,3187,9669,49907,25044,3145,4738,1983,1046,14132,8504,11132,7146,3985,5228,276037,153853,16572,23462,113819,122184,81049,65111,15937,18692,2413,480,15800,12061,4662,3222,3180,997,12428,11491,937,13178,931,482,4584,7181,44881,6214,2037,5843,30787,13111,192,12918,32370,1739,3750,6201,20680,25044,614,1999,5483,16947,665067,35632,1836,33796,3553,3113,9725,3289,2975,878,10263,300901,170407,130494
2019-06-01,10000,7553,2.97,0.57,0.83,0.66,1.35,59.6,85.1,14,276882,77452,6353,1801,2646,1559,346,5631,3124,1078,592,836,7212,5700,1513,3846,1295,1785,766,8985,6055,715,1117,1096,2925,2683,242,3648,410,3239,6542,9875,4129,5746,5163,1184,1003,2976,3459,13814,12860,954,17085,8432,8654,2689,5964,18933,8824,4616,389,5104,12492,5028,2264,2305,459,596,633,2017,3317,901,11105,137,3947,1281,2260,406,2634,913,1535,186,1010,330,564,116,93,845,1581,858,14174,2515,1066,2630,7964,40359,5041,23149,5969,273,16906,12169,7991,5794,78,2119,29805,1842,6510,3316,18137,1616,3839,3212,9469,47485,23904,3222,4781,2174,1018,12710,9932,10094,6520,3574,3555,253301,146396,17758,21750,106887,106905,77452,63638,13814,17085,2315,375,14396,12492,5484,2789,3317,901,11105,10246,858,14174,982,694,4535,7964,40359,6528,2207,5573,26051,7991,78,7912,29805,1731,3459,5346,19268,23904,718,1980,5467,15740,663805,32533,1820,30714,3316,3728,8231,3095,2910,929,8505,276882,161712,115170
2019-07-01,10000,7501,2.96,0.57,0.84,0.67,1.35,59.6,85,13.9,288026,79879,6453,1713,2701,1696,342,5512,2991,1093,589,839,7029,5452,1578,3882,1355,1771,756,8395,5504,715,1090,1086,3444,3198,246,3630,427,3203,7071,11218,4517,6701,5417,1175,1009,3233,3527,14300,13435,865,19267,8303,10963,3879,7084,17679,8307,3971,265,5135,12764,4797,2020,2229,548,549,782,2317,3322,998,10720,425,3865,1154,2283,428,2432,798,1457,177,1049,300,640,110,145,746,1495,563,14418,2657,1087,2427,8248,45524,5971,25474,8102,387,16986,14078,9294,5943,92,3259,29737,1633,6367,3357,18379,1910,5037,2826,8607,48743,24877,3242,4751,2317,1081,13486,9653,9898,6627,3272,4314,264160,151614,21041,22634,107939,112546,79879,65580,14300,19267,2942,938,15387,12764,5169,3276,3322,998,10720,10157,563,14418,1045,427,4697,8248,45524,8810,2721,5433,28560,9294,92,9202,29737,1562,3258,5651,19266,24877,1513,1857,5486,16022,662286,32886,1646,31240,3357,2832,10061,2829,2656,864,8641,288026,164379,123648
2019-08-01,10000,7479,2.96,0.57,0.83,0.67,1.35,59.6,85.4,13.5,296327,85996,6397,1756,2657,1656,328,5823,3219,1070,590,944,7343,5760,1583,3853,1398,1730,725,8336,5502,697,1067,1071,3952,3695,257,3456,411,3045,8259,11421,5103,6318,5963,1365,1002,3596,3885,17309,16882,426,16260,7908,8353,1794,6559,17990,9636,3390,229,4735,13447,5573,2624,2330,619,749,705,2257,3225,938,9131,80,3374,1025,1934,414,2125,741,1215,170,958,289,560,109,120,700,1296,478,13423,2652,1030,2075,7666,47721,6993,28427,10780,269,17378,12301,7569,4865,69,2634,33754,1695,6698,3412,21949,4267,5080,2752,9851,51035,25291,3213,4689,2025,1054,14310,9727,12648,9530,3119,3369,270583,154369,22389,19667,112313,116214,85996,68688,17309,16260,1481,313,14466,13447,6075,3209,3225,938,9131,8653,478,13423,830,321,4607,7666,47721,11494,2180,6139,27908,7569,69,7500,33754,1597,3027,6199,22931,25291,913,1964,5395,17018,661353,37763,1804,35959,3412,3818,13363,2753,2451,707,9456,296327,170031,126296
2019-09-01,10000,7517,2.96,0.58,0.82,0.66,1.35,59.5,85,13.5,300609,79894,6586,2335,2552,1339,361,5593,3160,1032,599,801,7126,5675,1451,3917,1348,1807,762,8738,5865,701,1084,1088,3703,3459,244,3681,417,3264,6631,10417,4393,6024,5290,1221,972,3097,3961,14252,13350,902,17869,7907,9961,2705,7256,19343,10808,3002,440,5093,16363,7014,3933,1815,1266,673,959,2541,4261,915,10581,311,3988,1127,2346,514,1967,594,1195,179,1175,273,769,134,113,731,1728,567,15150,2814,1341,3268,7727,45913,7636,23700,5133,654,17914,14576,14912,12266,157,2490,30910,2771,7075,3350,17714,2351,3516,3144,8703,49675,25279,3079,6360,2030,1123,12687,8839,9038,6030,3007,6518,276214,158231,21218,23289,113725,117983,79894,65643,14252,17869,2354,351,15163,16363,7590,3597,4261,915,10581,10013,567,15150,1290,666,5466,7727,45913,6617,3124,5706,30466,14912,157,14755,30910,2696,3550,6087,18577,25279,671,1987,7062,15560,659984,33829,2668,31161,3350,2746,8814,2984,3097,802,9369,300609,166350,134260
2019-10-01,10000,7470,2.96,0.58,0.82,0.66,1.35,59.3,85.5,13.4,279671,77542,7440,2944,2650,1446,400,5797,3233,1056,688,821,7282,5828,1454,3918,1301,1805,812,8798,5892,685,1116,1105,3244,3008,235,3552,363,3189,6442,10645,4380,6265,4687,1114,909,2665,2727,13010,11972,1037,17370,7605,9765,3074,6691,18565,9890,3073,478,5124,9515,2618,1543,570,505,643,780,2017,2498,959,10164,67,4199,1163,2369,667,1990,590,1196,204,918,272,508,138,89,807,1459,635,13727,2439,1131,2177,7980,40531,5479,21519,6370,177,14973,13533,13403,11028,129,2246,27538,1697,6113,3312,16415,1617,3007,2897,8894,51315,22855,2955,3782,1493,975,13650,9026,11167,7996,3170,8268,251211,140987,16129,19559,105299,110223,77542,64533,13010,17370,2713,361,14296,9515,3173,2885,2498,959,10164,9529,635,13727,901,390,4455,7980,40531,6953,1909,5046,26624,13403,129,13274,27538,1621,2953,5588,17376,22855,769,1531,4485,16070,659484,30228,1666,28562,3312,3254,7517,2826,2660,710,8284,279671,159195,120475
2019-11-01,10000,7466,2.96,0.58,0.82,0.66,1.34,59.3,86.5,12,278765,78575,6381,1966,2639,1378,398,5902,3277,1124,705,795,7436,5915,1521,3756,1184,1798,775,8366,5408,746,1085,1128,3206,2936,270,3675,377,3297,6850,10641,4400,6240,4370,1077,991,2302,3320,14673,13680,994,19009,7095,11913,2900,9014,18670,9070,3668,1300,4632,10747,3308,1725,1184,399,754,892,2190,2717,887,12452,122,5392,1693,2912,787,2317,717,1403,196,1269,436,652,181,120,1116,1538,578,14783,2492,1146,2394,8750,41876,5299,23273,6901,229,16144,13304,7342,4613,101,2628,29904,2347,7027,3334,17195,2096,3807,2809,8483,45407,23335,2916,4510,1683,948,13279,8466,9587,6663,2924,4019,256693,148041,17378,24647,106016,108652,78575,63902,14673,19009,2165,735,16109,10747,3925,3219,2717,887,12452,11874,578,14783,877,445,4711,8750,41876,7619,2836,5182,26240,7342,101,7241,29904,2239,3729,5650,18287,23335,554,1810,5083,15888,658402,32453,2290,30163,3334,2606,8704,2997,2594,776,9152,278765,160265,118500
2019-12-01,10000,7481,2.96,0.58,0.82,0.66,1.34,59.4,86.1,13.1,321380,100093,7757,2042,2701,1762,1252,10573,5725,1748,1487,1613,9737,7780,1957,4039,1258,1939,842,9782,6038,1139,1156,1449,4052,3575,478,4364,439,3926,9458,14264,5075,9189,4903,1268,1081,2555,4825,16338,15314,1024,18056,8056,9999,4546,5453,22149,9750,4751,2538,5110,13278,3922,2400,1007,515,994,1136,2804,3442,979,12763,223,5301,1784,2741,776,2204,677,1357,171,1375,460,729,186,111,1401,1622,526,15611,2745,1264,2998,8604,42754,5213,22614,5561,171,16883,14927,7918,4621,77,3220,35305,3140,10089,3742,18335,1948,3245,3140,10001,53454,25768,3551,5373,2036,1017,13791,10726,12911,9667,3243,4049,293694,181985,19626,27932,134427,111709,100093,83755,16338,18056,4162,384,13510,13278,4586,4271,3442,979,12763,12237,526,15611,910,715,5382,8604,42754,6349,3306,5693,27405,7918,77,7841,35305,3061,4985,7873,19386,25768,558,2033,6056,17121,657071,37779,3281,34498,3742,3393,8313,3098,2522,860,12570,321380,190600,130780
2020-01-01,10000,7443,2.96,0.58,0.82,0.65,1.34,59.3,85.6,13.1,287173,76011,5666,1402,2515,1335,414,5723,3350,990,635,748,7162,5913,1250,3661,1158,1766,737,7832,5102,659,1055,1016,2800,2478,322,3345,339,3006,6824,10424,4519,5906,4232,1038,940,2255,2885,15458,14434,1024,16070,7810,8260,3941,4319,25688,12232,5850,2494,5112,9481,2851,1821,616,415,507,714,2157,2583,670,12184,201,5699,1633,3311,756,1973,652,1182,138,1092,326,642,124,93,985,1534,606,13880,2463,1028,2709,7681,38918,5279,19813,4364,185,15264,13827,8719,5740,66,2913,28174,2967,6124,3187,15896,1858,2778,2959,8302,58048,25060,2866,4469,2445,986,14296,8322,19961,16795,3167,4705,254185,148385,16246,23214,108926,105800,76011,60553,15458,16070,3543,398,12128,9481,3332,2897,2583,670,12184,11578,606,13880,979,235,4986,7681,38918,5004,2002,4981,26931,8719,66,8653,28174,2870,3561,5140,16602,25060,518,2542,4929,17071,655791,30567,2995,27572,3187,2590,7299,2839,2648,770,8239,287173,167873,119301
